n,r,m
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 20, exoDescription: De Exowaist is een passief exoskelet dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exowaist, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 21, exoDescription: De Exoshoulder is een passief exoskelet dat de schouders ontlast door de armen te ondersteunen bij repetitieve taken met de bovenste ledematen in verhoogde posities (ook voor horizontale verplaatsing van lasten)., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exoshoulder, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 21, exoDescription: De Exoshoulder is een passief exoskelet dat de schouders ontlast door de armen te ondersteunen bij repetitieve taken met de bovenste ledematen in verhoogde posities (ook voor horizontale verplaatsing van lasten)., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exoshoulder, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 21, exoDescription: De Exoshoulder is een passief exoskelet dat de schouders ontlast door de armen te ondersteunen bij repetitieve taken met de bovenste ledematen in verhoogde posities (ook voor horizontale verplaatsing van lasten)., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exoshoulder, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 21, exoDescription: De Exoshoulder is een passief exoskelet dat de schouders ontlast door de armen te ondersteunen bij repetitieve taken met de bovenste ledematen in verhoogde posities (ook voor horizontale verplaatsing van lasten)., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exoshoulder, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 21, exoDescription: De Exoshoulder is een passief exoskelet dat de schouders ontlast door de armen te ondersteunen bij repetitieve taken met de bovenste ledematen in verhoogde posities (ook voor horizontale verplaatsing van lasten)., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exoshoulder, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: statische acties bovenste lidmaat, structureKinematicNameId: 406, structureKinematicNameNameEn: upper limb static actions, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 21, exoDescription: De Exoshoulder is een passief exoskelet dat de schouders ontlast door de armen te ondersteunen bij repetitieve taken met de bovenste ledematen in verhoogde posities (ook voor horizontale verplaatsing van lasten)., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exoshoulder, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: dynamische acties bovenste lidmaat, structureKinematicNameId: 407, structureKinematicNameNameEn: upper limb dynamic actions, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 22, exoDescription: De Exosoft is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Exosoft, exoManufacturer: Cyber Human Systems})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 23, exoDescription: De Atlas is een passief exoskelet dat de handen, armen, schouders en rug ontlast bij het dragen of vasthouden van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Atlas, exoManufacturer: Exomys - Augmented Humanity GmbH})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 23, exoDescription: De Atlas is een passief exoskelet dat de handen, armen, schouders en rug ontlast bij het dragen of vasthouden van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Atlas, exoManufacturer: Exomys - Augmented Humanity GmbH})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})","[:ASSISTS_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: -1}]","(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})","[:ASSISTS_IN {aim: Ja, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: -1}]","(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})","[:ASSISTS_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: -1}]","(:Dof {dofId: 19, nameNeg: extensie van de knie, dofDirection: ExtFlex, namePos: flexie van de knie, dofName: Flexie(+)/Extensie(-)_Knie})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: waterbestendig})
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_PROPERTY {exoPropertyValue: +}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: waterbestendig})
